lieu;titre;adresse;ville;code_postal;code_insee
philharmonie de paris;concert : ode a berlioz;221 avenue jean jaures;paris;75019;75119
philharmonie de paris;pierre jodlowski raconte alan turing dans un concert;221 avenue jean jaures;paris;75019;75119
la grande mosquee de paris;la grande mosquee de paris  balade contee;place du puits de l'ermite;paris;75005;75105
non renseigne;missions jeux olympiques et paralympiques 2024;non renseigne;non renseigne;75000;
sunset & sunside;viollette;60 rue des lombards;paris;75001;75101
bibliotheque saint-eloi;heure du conte lsf / francais;23 rue du colonel rozanoff;paris;75012;75112
l'international;baston + rank + guest;5 rue moret;paris;75011;75111
sunset & sunside;laurent epstein quartet;60 rue des lombards;paris;75001;75101
le cube;festival de realite virtuelle (vr) : les realites artificielles;20 cours st vincent;issy-les- moulineaux;92130;92040
sunset & sunside;urban soul collective;60 rue des lombards;paris;75001;75101
memorial de la shoah;parcours croise memorial de la shoah et mahj : explorations litteraires;17 rue geoffroy l'asnier;paris;75004;75104
pavillon de l'arsenal;suivez le guide !;21 boulevard morland;paris;75004;75104
cinema le louxor;cine-club  stanley donen;170, boulevard magenta;paris;75010;75110
centre paris anim' arras;concours de nouvelles jeunesse 2022;48 rue du cardinal lemoine;paris;75005;75105
la cabane de jacques fromage;jacques fromage electronic barbecue | saison 1;route de la plaine;paris;75012;75112
non renseigne;journees portes ouvertes dans les conservatoires parisiens;non renseigne;non renseigne;75000;
centre cuturel coreen;exposition immersive de mapping video autour des lanternes bouddhiques;20 rue la boetie;paris;75008;75108
l'international;la face b : ada oda + luisa + bleu reine;5 rue moret;paris;75011;75111
forum des images;doc&doc | le cinema sous les bombes;forum des halles, 2 rue du cinema;paris;75001;75101
esi bichat;paris 10e : ou donner des vetements a paris ?;35 rue bichat;paris;75010;75110
accueil de jour - autremonde;paris 20e : ou donner vos vetements a paris ?;30 rue de la mare;paris;75020;75120
le baiser sale;robin antunes #jazzdedemain;58 rue des lombards;paris;75001;75101
on line;atelier ecriture online, mercredis et/ou jeudis soir;rue didot;paris;75014;75114
cinema mk2 nation;1 heure, 1 mythe en famille : orphee et eurydice;133 boulevard diderot;paris;75012;75112
centre paris anim' richard wright;stages aquarelle;76bis rue de rennes;paris;75006;75106
archives de paris - salle paul verlaine;la photographie a paris;18 boulevard serurier;paris;75019;75119
bibliotheque sorbier;club de lecture adulte;17 rue sorbier;paris;75020;75120
bibliotheque louise walser-gaillard;l'heure du conte pour les bebes;26, rue chaptal;paris;75009;75109
musee d'art moderne;anita molinero - extrudia;11 avenue du president wilson;paris;75116;75116
mediatheque marguerite duras;canape club - club de lecture ado;115, rue de bagnolet;paris;75020;75120
bibliotheque italie;"exposition ""poemes a voir"" a la bibliotheque italie";211 boulevard vincent auriol;paris;75013;75113
mediatheque francoise sagan;ateliers permanences numeriques association colombbus;8 rue leon schwartzenberg;paris;75010;75110
la camillienne;formation - presenter et reecrire son scenario;12 rue des meuniers;paris;75012;75112
non renseigne;concours  k-pop world festival france  grande finale a paris;non renseigne;non renseigne;75000;
palais de la porte doree - aquarium tropical;"atelier ""a crocs"" (3-5 ans)";293 av. daumesnil;paris;75012;75112
bibliotheque des litteratures policieres bilipo;on joue dans les bibliotheques du 5eme arrondissement;48-50 rue du cardinal lemoine;paris;75005;75105
parvis de la defense;aqua mater - une exposition de sebastiao salgado dans un pavillon en bambou !;parvis de l'arche;courbevoie;92400;92026
mediatheque marguerite duras;audition des eleves de musique ensemble 20eme;115, rue de bagnolet;paris;75020;75120
bibliotheque benoite groult;les histoires de bidouille a la bibliotheque benoite groult;25 rue du commandant rene mouchotte;paris;75014;75114
sunset & sunside;"""west side story"" & leonard bernstein";60 rue des lombards;paris;75001;75101
bastille;visite du quartier et des cours d'artisans de la bastille;bastille;paris;75004;75104
bibliotheque gutenberg;les racontines;8 rue de la montagne d'aulas;paris;75015;75115
mediatheque francoise sagan;atelier creatif avec marie-noelle horvath autour de son livre tous emmitoufles;8 rue leon schwartzenberg;paris;75010;75110
parc georges brassens;bibliotheque hors les murs - ete 2022 - mediatheque marguerite yourcenar;2, place jacques-marette;paris;75015;75115
supersonic;dream nails en concert au supersonic;9 rue biscornet;paris;75012;75112
maison europeenne de la photographie;visites commentees  love songs  a la mep;5 rue de fourcy;paris;75004;75104
square du temple - elie wiesel;les agents de la ville en concert;63, rue de bretagne;paris;75003;75103
mediatheque francoise sagan;dans la foulee des mots...;8 rue leon schwartzenberg;paris;75010;75110
place monge;foodmarket ici vietnam festival;place monge;paris;75005;75105
parc floral de paris;seed.;route de la pyramide;paris;75012;75112
theatre 13 - glaciere;"""je m'en vais mais l'etat demeure"" d'hugues duchene";103a boulevard auguste blanqui;paris;75013;75113
parc de bagatelle;week-end de la rose a bagatelle;route de sevres a neuilly;paris;75016;
bibliotheque saint-eloi;quinzaine livres et petite enfance des bibliotheques du 12e - 2022;23 rue du colonel rozanoff;paris;75012;75112
bibliotheque claire bretecher (ex-lancry);cafe quizz musical;11 rue de lancry;paris;75010;75110
le carreau du temple;the ballad of genesis and lady jaye  marie losier;2 rue perree;paris;75003;75103
parc de choisy;cours gratuits de danse afro-antillaise avec dife kako a paris;128, avenue de choisy;paris;75013;75113
maison du jardinage - pole ressource jardinage urbain;conference a la maison du jardinage : retour d'experiences des projets parisculteurs;41, rue paul-belmondo - parc de bercy;paris;75012;75112
88 menilmontant;comment les mangues peuvent-elles creer des emplois en afrique de l'ouest ?;88 rue de menilmontant;paris;75020;75120
a la folie theatre;a la folie theatre - cours de theatre adultes;6, rue de la folie mericourt;paris;75011;75111
mairie du 19e arrondissement;13e edition des concerts d'hiver... a l'heure d'ete !;5-7, place armand carrel;paris;75019;75119
a la folie theatre;a la folie theatre - cours de theatre seniors;6, rue de la folie mericourt;paris;75011;75111
musee du louvre;bolero  angelin preljocaj;rue rivoli;paris;75001;75101
betonsalon - centre d'art et de recherche;j'etendrai mes histoires contre les siennes, visite contee;9 esplanade pierre vidal-naquet;paris;75013;75113
3615 croisiere;3615 croisiere - saison 3 - vol 8;2 quai saint-bernard;paris;75005;75105
institut des cultures d'islam;visite decouverte : islam a la goutte d'or;19, rue leon;paris;75018;75118
petit palais - musee des beaux-arts de la ville de paris;l'expo boldini pour se faire plaisir le temps d'un jour;2 avenue winston-churchill;paris;75008;75108
salle verlaine des archives de paris;la pollution de l'air a paris et sa banlieue dans les annees 1950-1960 : la construction d'une problematique partagee ?;18 boulevard serurier;paris;75019;75119
quai jacques chirac;paris-versailles;quai jacques chirac - aux pieds de la tour eiffel;paris;75007;75107
petit bain;maybeshewill + nous etions une armee;7 port de la gare;paris;75013;75113
bibliotheque saint-eloi;sensibilisation a la langue des signes francaise : atelier;23 rue du colonel rozanoff;paris;75012;75112
sunset & sunside;concert de jazz de romain vuillemin;60 rue des lombards;paris;75001;75101
mairie de paris centre;festival de chorales de paris centre;2 rue eugene spuller;paris;75003;75103
theatre darius milhaud;trois courtes pieces... de moliere;80 allee darius milhaud;paris;75019;75119
fgo-barbara;slim abida en concert a fgo-barbara;1 rue fleury;paris;75018;75118
maison europeenne de la photographie;photographie et philosophie en famille - les ateliers philo de la mep;5 rue de fourcy;paris;75004;75104
sunset & sunside;alula;60 rue des lombards;paris;75001;75101
mediatheque de la canopee la fontaine;canopee# estiv'halles : spectacle de danse bharata natyam par maria kiran;10 passage de la canopee;paris;75001;75101
mediatheque marguerite duras;club crea - mai - juin - juillet;115, rue de bagnolet;paris;75020;75120
mediatheque violette leduc;la poesie du portugal : rencontre et lectures avec max de carvalho et valerio romao;18 rue faidherbe;paris;75011;75111
bibliotheque l'heure joyeuse;conference | rojan : l'art d'imager la poesie du reel;6-12 rue des pretres saint-severin;paris;75005;75105
memorial de la shoah;cinema en plein air : monsieur batignole de gerard jugnot;17 rue geoffroy l'asnier;paris;75004;75104
creche collective municipale de la fontaine a mulard;les samedis en famille  creche fontaine a mulard;8 rue de la fontaine a mulard;paris;75013;75113
creche municipale des mariniers;les samedis en famille  creche mariniers;2 rue des mariniers;paris;75014;75114
creche collective municipale de tanger;les samedis en famille  jardin d'enfants tanger;28 rue de tanger;paris;75019;75119
centre cuturel coreen; taste korea ! 2022  au cur de la culture bouddhique coreenne;20 rue la boetie;paris;75008;75108
cite internationale des arts;exposition / drawing an aspiration - charwei tsai;18, rue de lhotel de ville;paris;75004;75104
non renseigne;croisiere degustation : saveurs locales & durables;non renseigne;non renseigne;75000;
la casa del tango;a la decouverte du tango argentin;11 allee darius milhaud;paris;75019;75119
bibliotheque aime cesaire;atelier maisons du portugal;5 rue de ridder;paris;75014;75114
bibliotheque du cinema francois truffaut;dans lunivers de cristele alves meira - saison france portugal 2022;4 rue du cinema;paris;75001;75101
non renseigne;lumiere - expo photo - leandre renoir;non renseigne;non renseigne;75000;
centre culturel canadien;djely tapa en concert au centre culturel canadien;130 rue du faubourg saint-honore;paris;75008;75108
le 360 paris music factory;paloma pradal quintet;32 rue myrha;paris;75018;75118
l'institut du monde arabe;rencontres & debats;1 rue des fosses-saint-bernard;paris;75005;75105
creche chanzy;samedi plage... ca fait rever! _ ateliers parents enfants a la creche chanzy;30, rue de chanzy;paris;75011;75111
place de la nation;paris sport dimanches : place de la nation;sur la place;paris;75011;75111
le hasard ludique;match d'impro;128 avenue de saint-ouen;paris;75018;75118
palais de la porte doree - aquarium tropical;histoires de fouilles, david wahl;293 av. daumesnil;paris;75012;75112
les trois baudets;chahu + vanina de franco;64 boulevard de clichy;paris;75018;75118
les trois baudets;coline rio (+1ere partie);64 boulevard de clichy;paris;75018;75118
la dame de canton;bleu jeans bleu;quai francois mauriac;paris;75013;75113
musee cernuschi - musee des arts de l'asie de la ville de paris;visite guidee des collections permanentes du musee cernuschi;7 avenue velasquez;paris;75008;75108
bibliotheque francois villon;rencontre - dedicace;81, boulevard de la villette;paris;75010;75110
musee carnavalet-histoire de paris;atelier enfants : le musee dans la poche;23 rue de sevigne;paris;75003;75103
mediatheque helene berr;ateliers bd;70 rue de picpus;paris;75012;75112
mediatheque francoise sagan;cours de francais;8 rue leon schwartzenberg;paris;75010;75110
bibliotheque saint-eloi;mots typographies, prolongements dessines | cartes postales;23 rue du colonel rozanoff;paris;75012;75112
atelier de paris - carolyn carlson;festival june events;2 route du champ de manuvre;paris;75012;75112
pavillon de l'arsenal;"nocturne exposition ""soutenir""";21 boulevard morland;paris;75004;75104
la ferme de paris;sieste musicale en foret nourriciere;1, route du pesage;paris;75012;75112
la recyclerie;visite-conference sur la petite ceinture;83 boulevard ornano;paris;75018;75118
le 6b;k a i r o s x le 6b in deep space;6-10 quai de seine;saint-denis;93200;
la bellevilloise;afro heaven - afro vibes party a la bellevilloise !;19-21 rue boyer;paris;75020;75120
le consulat;soiree de lancement - hors-serie  comment nous pourrions vivre  de socialter, au consulat;14 avenue parmentier;paris;75011;75111
agape hub;exposition aquarelles l'instant;50 rue meslay;paris;75003;75103
stade, velodrome jacques anquetil;les foulees du 12eme, un 10 km dans le bois de vincennes;avenue de gravelle;paris;75012;75112
betonsalon - centre d'art et de recherche;de(s)compositions alchimiques, atelier 6-12 ans;9 esplanade pierre vidal-naquet;paris;75013;75113
betonsalon - centre d'art et de recherche;assemblage-paysage, un atelier pour toutes et tous;9 esplanade pierre vidal-naquet;paris;75013;75113
betonsalon - centre d'art et de recherche;atelier kombucha par vivien roussel, artiste, biodesigner et chercheur;9 esplanade pierre vidal-naquet;paris;75013;75113
betonsalon - centre d'art et de recherche;visite-soupe en compagnie de l'artiste tiphaine calmettes;9 esplanade pierre vidal-naquet;paris;75013;75113
mediatheque francoise sagan;auditions cem du conservatoire hector berlioz;8 rue leon schwartzenberg;paris;75010;75110
mediatheque francoise sagan;les ateliers crea'clics - musique assistee par ordinateur;8 rue leon schwartzenberg;paris;75010;75110
lycee jacques-decour;radio daisy;12 avenue trudaine;paris;75009;75109
non renseigne;mini-concerts dans les cours d'ecole avec l'orchestre de chambre de paris;non renseigne;non renseigne;75000;
parc de la villette; mot pour mots , un festival litteraire a la villette;prairie du cercle nord;paris;75019;75119
bassin de la villette;open swim stars : piquez une tete dans le bassin de la villette !;quai de la loire, quai de la seine;paris;75019;75119
